station_id,station_name,city,state,hour_of_day,day_of_week,day_name,session_count,total_energy_kwh,avg_duration_minutes
461549,"ONE9 Travel Center #7937 Mcleansville, NC",Mcleansville,NC,12,3,Wednesday,1,28.69,90.0
461550,"Flying J Travel Center #706 Tulsa, OK",Tulsa,OK,9,5,Friday,1,17.78,60.0
460955,"Flying J Travel Center #572 Williams, IA",Williams,IA,16,0,Sunday,1,41.67,240.0
461166,Gladwin City Hall,Gladwin,MI,17,5,Friday,1,68.98,90.0
460708,Chargepoint,Scottsville,Kentucky,2,5,Friday,1,45.72,120.0
470276,"New Albany Light, Gas, and Water",New Albany,MS,18,0,Sunday,1,38.26,120.0
469807,OUC ReCharge EV Hub at OCCC,Orlando,FL,17,0,Sunday,2,203.77,150.0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,15,2,Tuesday,1,34.19,60.0
462227,IONNA Middletown Rechargery Relay,Middletown,MD,15,0,Sunday,1,25.63,90.0
461554,The Bite Tumalo,Tumalo,OR,16,2,Tuesday,1,7.83,45.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,9,2,Tuesday,1,60.93,180.0
462225,IONNA Beaver Rechargery Relay,Beaver,UT,13,0,Sunday,1,18.28,90.0
461629,In-N-Out Burger - Redding,Redding,CA,2,3,Wednesday,1,29.88,120.0
462227,IONNA Middletown Rechargery Relay,Middletown,MD,7,1,Monday,2,36.6,60.0
461171,Hamilton CNG Filling Station,Hamilton,OH,23,6,Saturday,1,42.48,60.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,7,2,Tuesday,1,89.89,180.0
460504,Marketplace Foods,Minot,ND,18,4,Thursday,1,49.17,120.0
470792,Fellows Creek Golf Club,Canton,MI,5,0,Sunday,1,124.44,180.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,8,0,Sunday,1,12.71,60.0
461541,Fox Kia South,Grand Rapids,michigan,16,5,Friday,1,45.77,90.0
460632,Parsons Chevy - Eagle River,Eagle River,WI,13,4,Thursday,1,116.67,240.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,17,3,Wednesday,1,184.39,240.0
460671,FPL,Pensacola,Florida,18,2,Tuesday,1,16.09,45.0
461550,"Flying J Travel Center #706 Tulsa, OK",Tulsa,OK,10,3,Wednesday,1,21.58,45.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,2,2,Tuesday,1,66.12,90.0
469743,"Pilot Travel Center #4642 Toms Brook, VA",Toms Brook,VA,15,1,Monday,1,38.32,90.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,18,2,Tuesday,1,26.62,45.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,23,6,Saturday,1,11.21,60.0
460671,FPL,Pensacola,Florida,11,0,Sunday,1,30.41,45.0
469430,Bernal Plaza,San Jose,CA,11,2,Tuesday,1,55.13,120.0
461252,D & 3rd Street Curbside,West Sacramento,CA,6,0,Sunday,1,21.15,30.0
461758,Bradville Square Shopping Center,Sacramento,CA,12,6,Saturday,1,54.74,90.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,11,5,Friday,1,49.47,60.0
461049,Mitra EV DCFC - Aztec Solar,Rancho Cordova,CA,16,1,Monday,1,5.2,30.0
462226,IONNA Raleigh Rechargery Relay,Raleigh,NC,10,6,Saturday,1,45.54,60.0
469499,Renewable Grid - Glen Cove Fast Charging,Glen Cove,NY,11,3,Wednesday,1,36.3,60.0
460207,"Thorntons #701 - Largo, FL",Largo,FL,4,0,Sunday,1,23.2,30.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,16,4,Thursday,1,43.98,120.0
460329,IONNA Seffner Rechargery,Seffner,FL,14,0,Sunday,1,15.66,60.0
460384,Mendocino Marketplace,Santa Rosa,CA,22,3,Wednesday,1,29.3,60.0
462127,Kimco-charlotte,Charlotte,NC,22,3,Wednesday,1,24.72,60.0
461757,Dutch Bros Coffee,Sacramento,CA,22,1,Monday,1,46.6,60.0
470792,Fellows Creek Golf Club,Canton,MI,19,0,Sunday,1,15.7,90.0
460371,"Circle K - Yuma, AZ",Yuma,AZ,9,5,Friday,1,41.71,90.0
469741,"Pilot Travel Center #63 Piedmont, SC",Piedmont,SC,19,0,Sunday,1,19.71,120.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,3,4,Thursday,1,23.54,180.0
461627,"T/A Travel Center #0057 - Redding, CA",Redding,CA,14,0,Sunday,1,74.08,120.0
469807,OUC ReCharge EV Hub at OCCC,Orlando,FL,9,5,Friday,2,89.03,75.0
460969,EVgo - SF SOMA,San Francisco,CA,13,1,Monday,1,10.14,30.0
461155,Key Chrysler Dodge Jeep Ram,Rochester,New Hampshire,13,4,Thursday,1,22.46,180.0
460484,L2 near Ball&Chain,Miami,Florida,10,0,Sunday,1,190.86,240.0
460958,"Pilot Travel Center #1225 Mascoutah, IL",Mascoutah,IL,7,1,Monday,1,75.32,180.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,18,0,Sunday,1,130.68,180.0
469748,Ionna Largo Rechargery @ Wawa,Largo,FL,23,2,Tuesday,1,10.34,60.0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,7,6,Saturday,1,14.08,120.0
461813,Culver's,Rhinelander,WI,13,4,Thursday,1,56.4,90.0
469743,"Pilot Travel Center #4642 Toms Brook, VA",Toms Brook,VA,15,5,Friday,1,28.94,60.0
461813,Culver's,Rhinelander,WI,9,4,Thursday,1,20.09,120.0
462226,IONNA Raleigh Rechargery Relay,Raleigh,NC,1,3,Wednesday,1,66.85,120.0
469747,"Flying J Travel Center #692 Wells, NV",Wells,NV,7,4,Thursday,1,26.29,45.0
461550,"Flying J Travel Center #706 Tulsa, OK",Tulsa,OK,4,2,Tuesday,1,87.86,120.0
469745,"Flying J Travel Center #875 Elkton, MD",Elkton,MD,9,3,Wednesday,1,14.72,60.0
461275,Goodwill,St. Louis Park,MN,13,4,Thursday,1,42.43,60.0
461156,Key GMC of Rochester,Rochester,New Hampshire,12,0,Sunday,2,46.15,75.0
470652,"Starbucks - Phoenix, OR",Phoenix,OR,5,4,Thursday,1,7.06,45.0
460954,"Flying J Travel Center #671 Matthews, MO",Matthews,MO,19,2,Tuesday,1,48.32,60.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,0,2,Tuesday,1,14.26,45.0
461628,Petro Corning #309,Corning,CA,17,2,Tuesday,1,60.98,90.0
462225,IONNA Beaver Rechargery Relay,Beaver,UT,6,1,Monday,1,63.01,90.0
461733,Walmart,Checotah,OK,18,6,Saturday,1,86.32,120.0
460708,Chargepoint,Scottsville,Kentucky,23,6,Saturday,1,79.83,180.0
461171,Hamilton CNG Filling Station,Hamilton,OH,18,5,Friday,1,67.13,120.0
469430,Bernal Plaza,San Jose,CA,10,6,Saturday,1,44.23,60.0
461275,Goodwill,St. Louis Park,MN,18,2,Tuesday,1,23.09,120.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,11,4,Thursday,1,24.01,60.0
460955,"Flying J Travel Center #572 Williams, IA",Williams,IA,17,6,Saturday,1,62.14,90.0
469741,"Pilot Travel Center #63 Piedmont, SC",Piedmont,SC,12,6,Saturday,1,29.97,45.0
461156,Key GMC of Rochester,Rochester,New Hampshire,12,4,Thursday,1,33.72,45.0
469743,"Pilot Travel Center #4642 Toms Brook, VA",Toms Brook,VA,18,2,Tuesday,1,33.64,45.0
461156,Key GMC of Rochester,Rochester,New Hampshire,17,6,Saturday,1,36.02,60.0
469612,"Dennys - Auburn, WA",Auburn,WA,13,6,Saturday,1,40.24,90.0
461275,Goodwill,St. Louis Park,MN,5,2,Tuesday,1,48.45,60.0
470498,US Highway 57,Eagle Pass,Texas,17,6,Saturday,1,62.28,120.0
469747,"Flying J Travel Center #692 Wells, NV",Wells,NV,13,4,Thursday,1,44.47,60.0
469807,OUC ReCharge EV Hub at OCCC,Orlando,FL,14,5,Friday,1,8.43,60.0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,4,0,Sunday,1,11.21,90.0
462227,IONNA Middletown Rechargery Relay,Middletown,MD,18,6,Saturday,1,67.29,120.0
460322,Ionna Daytona Beach Rechargery Relay @Wawa,Daytona Beach,FL,8,1,Monday,1,60.63,90.0
461744,Sunset Pointe,Rocklin,CA,8,2,Tuesday,1,31.15,120.0
460384,Mendocino Marketplace,Santa Rosa,CA,3,0,Sunday,1,13.72,90.0
460318,EVgo,North Bend,Washington,6,1,Monday,1,45.13,60.0
461549,"ONE9 Travel Center #7937 Mcleansville, NC",Mcleansville,NC,13,1,Monday,1,39.69,90.0
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",Carlin,NV,7,3,Wednesday,1,48.26,60.0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,19,0,Sunday,1,24.26,60.0
461049,Mitra EV DCFC - Aztec Solar,Rancho Cordova,CA,7,4,Thursday,1,9.02,60.0
460673,Telsa Supercharger,Rogue River,Oregon,17,0,Sunday,1,65.18,90.0
461549,"ONE9 Travel Center #7937 Mcleansville, NC",Mcleansville,NC,11,3,Wednesday,1,49.65,60.0
469611,Dennys,Seatac,WA,19,6,Saturday,1,27.32,120.0
461164,Clawson Shopping Center,Clawson,MI,16,2,Tuesday,2,50.42,75.0
461251,Sunshine Gardens,South San Francisco,CA,7,1,Monday,1,27.21,90.0
461370,Miller Hill Super One,Duluth,MN,15,5,Friday,1,98.69,120.0
460318,EVgo,North Bend,Washington,9,2,Tuesday,1,16.12,120.0
460371,"Circle K - Yuma, AZ",Yuma,AZ,18,3,Wednesday,2,91.81,82.5
461167,Pats Food Freeland,Freeland,MI,19,5,Friday,1,21.64,30.0
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",Carlin,NV,5,6,Saturday,2,77.91,90.0
461170,Hamilton Market St,Hamilton,OH,12,0,Sunday,1,50.38,120.0
461275,Goodwill,St. Louis Park,MN,10,5,Friday,1,44.7,60.0
460331,"Pilot Travel Center #474 Sutton, WV",Sutton,WV,9,2,Tuesday,1,58.31,90.0
462228,IONNA Kutztown Rechargery @ Sheetz,Kutztown,PA,13,3,Wednesday,1,70.39,90.0
461756,"Laguna Blvd, Elk Grove, CA",Elk Grove,CA,8,5,Friday,1,23.48,90.0
460318,EVgo,North Bend,Washington,6,0,Sunday,1,7.92,45.0
460503,Futurama near Ball & Chain,Miami,Florida,23,2,Tuesday,1,23.82,45.0
469807,OUC ReCharge EV Hub at OCCC,Orlando,FL,8,4,Thursday,2,48.93,82.5
461757,Dutch Bros Coffee,Sacramento,CA,3,0,Sunday,1,47.13,60.0
461157,University Place Library,University Place,Washington,8,3,Wednesday,1,46.41,120.0
469746,"Pilot Travel Center #281 Girard, OH",Girard,OH,9,1,Monday,1,46.52,120.0
469252,Lenexa Old Town Activity Center,Lenexa,KS,9,5,Friday,1,45.68,120.0
461370,Miller Hill Super One,Duluth,MN,14,5,Friday,1,46.35,180.0
461547,"Pilot Travel Center #1047 Jacksonville, FL",Jacksonville,FL,19,4,Thursday,1,10.36,60.0
461554,The Bite Tumalo,Tumalo,OR,7,3,Wednesday,1,13.89,90.0
462226,IONNA Raleigh Rechargery Relay,Raleigh,NC,7,0,Sunday,2,51.28,90.0
460506,Wentworth-Douglass Hospital,Dover,NH,14,1,Monday,1,47.12,90.0
461275,Goodwill,St. Louis Park,MN,18,5,Friday,1,25.08,60.0
460708,Chargepoint,Scottsville,Kentucky,14,1,Monday,1,11.15,90.0
460969,EVgo - SF SOMA,San Francisco,CA,6,6,Saturday,1,39.0,90.0
461715,BP Express Stop,Jackson,MI,10,3,Wednesday,1,14.56,60.0
460958,"Pilot Travel Center #1225 Mascoutah, IL",Mascoutah,IL,19,1,Monday,2,51.42,75.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,1,4,Thursday,1,54.7,180.0
462111,Shell - Novi,Novi,MI,18,5,Friday,1,42.7,90.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,14,1,Monday,1,62.95,180.0
460957,"Flying J Travel Center #489 Grand Forks, ND",Grand Forks,ND,19,2,Tuesday,1,19.87,30.0
470498,US Highway 57,Eagle Pass,Texas,11,6,Saturday,2,195.47,135.0
469403,1122 Frankford grand,fishtown,PA,17,4,Thursday,1,9.78,30.0
460201,Krazyfish Grille,Port St Joe,Florida,18,3,Wednesday,1,91.4,180.0
460368,"bp pulse - Duarte, CA",Duarte,CA,13,1,Monday,1,72.06,90.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,9,5,Friday,1,90.2,120.0
460368,"bp pulse - Duarte, CA",Duarte,CA,18,6,Saturday,1,56.28,90.0
460953,"Flying J Travel Center #690 Lordsburg, NM",Lordsburg,NM,20,1,Monday,1,68.04,90.0
462269,Ionna Rechargery,Roseville,CA,14,6,Saturday,1,44.88,90.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,7,1,Monday,1,30.6,180.0
460671,FPL,Pensacola,Florida,10,5,Friday,1,66.84,90.0
469611,Dennys,Seatac,WA,17,0,Sunday,3,140.97,70.0
460210,"Pilot Travel Center #222 Sturbridge, MA",Sturbridge,FL,7,1,Monday,1,48.98,90.0
460708,Chargepoint,Scottsville,Kentucky,22,6,Saturday,1,96.98,120.0
461166,Gladwin City Hall,Gladwin,MI,10,0,Sunday,1,164.58,240.0
461171,Hamilton CNG Filling Station,Hamilton,OH,20,6,Saturday,1,28.35,45.0
461511,Sleep Inn & Suites Monroe - Woodbury,Monroe,NY,8,3,Wednesday,1,10.98,60.0
460263,Rivian Adventure Network,St. Regis,Montana,16,6,Saturday,1,10.63,90.0
461543,Garcia Bend Park,Sacramento,CA,22,4,Thursday,1,45.55,60.0
461511,Sleep Inn & Suites Monroe - Woodbury,Monroe,NY,6,2,Tuesday,1,30.27,60.0
469399,Elkhorn Shopping Center,Sacramento,CA,19,2,Tuesday,1,74.36,90.0
461627,"T/A Travel Center #0057 - Redding, CA",Redding,CA,9,1,Monday,1,19.21,60.0
462111,Shell - Novi,Novi,MI,10,5,Friday,1,28.85,45.0
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,13,3,Wednesday,1,28.45,45.0
460320,"Ionna - Daly City, CA",Daly City,CA,23,0,Sunday,1,93.13,120.0
462111,Shell - Novi,Novi,MI,22,3,Wednesday,1,72.01,90.0
460329,IONNA Seffner Rechargery,Seffner,FL,10,1,Monday,1,30.74,180.0
462127,Kimco-charlotte,Charlotte,NC,14,2,Tuesday,1,26.34,60.0
469499,Renewable Grid - Glen Cove Fast Charging,Glen Cove,NY,17,0,Sunday,1,12.14,30.0
461156,Key GMC of Rochester,Rochester,New Hampshire,14,6,Saturday,1,33.93,45.0
470276,"New Albany Light, Gas, and Water",New Albany,MS,4,1,Monday,1,13.79,90.0
470113,Kwik-Charge #1205,Lake Delton,WI,13,4,Thursday,1,65.24,90.0
461551,Berkeley Bowl (West),Berkeley,CA,20,2,Tuesday,1,39.64,90.0
460328,Ionna Concord Rechargery,Concord,NC,21,1,Monday,1,36.76,120.0
469743,"Pilot Travel Center #4642 Toms Brook, VA",Toms Brook,VA,17,1,Monday,1,37.2,90.0
460673,Telsa Supercharger,Rogue River,Oregon,14,5,Friday,1,66.72,120.0
461629,In-N-Out Burger - Redding,Redding,CA,14,1,Monday,1,28.46,45.0
461733,Walmart,Checotah,OK,19,0,Sunday,1,31.87,60.0
461813,Culver's,Rhinelander,WI,4,1,Monday,1,46.53,90.0
462111,Shell - Novi,Novi,MI,14,3,Wednesday,1,12.63,60.0
460708,Chargepoint,Scottsville,Kentucky,11,0,Sunday,1,123.67,180.0
470312,Safeway,Hercules,CA,15,5,Friday,1,30.46,60.0
460959,"Thorntons #327 - Bellwood, IL",Bellwood,IL,22,0,Sunday,1,19.34,30.0
460210,"Pilot Travel Center #222 Sturbridge, MA",Sturbridge,FL,23,0,Sunday,1,49.66,90.0
461541,Fox Kia South,Grand Rapids,michigan,8,0,Sunday,1,20.78,45.0
462228,IONNA Kutztown Rechargery @ Sheetz,Kutztown,PA,6,4,Thursday,1,82.0,120.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,14,2,Tuesday,1,19.77,90.0
461547,"Pilot Travel Center #1047 Jacksonville, FL",Jacksonville,FL,3,3,Wednesday,1,14.66,90.0
461551,Berkeley Bowl (West),Berkeley,CA,19,3,Wednesday,1,37.01,90.0
461632,"Ionna - Willows, CA",Williows,CA,8,4,Thursday,1,59.08,90.0
469430,Bernal Plaza,San Jose,CA,20,5,Friday,1,36.74,45.0
461551,Berkeley Bowl (West),Berkeley,CA,18,3,Wednesday,1,149.17,180.0
460207,"Thorntons #701 - Largo, FL",Largo,FL,14,1,Monday,1,40.55,60.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,8,0,Sunday,1,36.48,90.0
461307,Fas Mart,Grand Haven,MI,15,5,Friday,1,18.48,90.0
460384,Mendocino Marketplace,Santa Rosa,CA,9,3,Wednesday,1,111.7,180.0
462228,IONNA Kutztown Rechargery @ Sheetz,Kutztown,PA,11,6,Saturday,1,43.36,60.0
461757,Dutch Bros Coffee,Sacramento,CA,9,2,Tuesday,1,99.67,240.0
462269,Ionna Rechargery,Roseville,CA,19,2,Tuesday,1,31.69,45.0
461275,Goodwill,St. Louis Park,MN,9,2,Tuesday,1,44.98,60.0
461073,Fairfield by Marriott Inn & Suites Houston Brookhollow,Houston,TX,9,0,Sunday,1,98.99,120.0
461165,Heilmann Community Center,Detroit,MI,23,3,Wednesday,1,41.18,60.0
461167,Pats Food Freeland,Freeland,MI,21,1,Monday,1,47.41,60.0
461370,Miller Hill Super One,Duluth,MN,16,3,Wednesday,1,136.05,180.0
470696,Trailborn Grand Canyon,Williams,AZ,15,6,Saturday,1,29.67,45.0
460673,Telsa Supercharger,Rogue River,Oregon,13,3,Wednesday,1,10.79,30.0
460571,Exxon Utica,Utica,MI,16,4,Thursday,1,16.45,60.0
461541,Fox Kia South,Grand Rapids,michigan,5,6,Saturday,1,37.75,60.0
461549,"ONE9 Travel Center #7937 Mcleansville, NC",Mcleansville,NC,9,1,Monday,1,5.78,30.0
469807,OUC ReCharge EV Hub at OCCC,Orlando,FL,2,4,Thursday,1,107.28,180.0
460322,Ionna Daytona Beach Rechargery Relay @Wawa,Daytona Beach,FL,10,0,Sunday,1,64.58,120.0
460708,Chargepoint,Scottsville,Kentucky,8,2,Tuesday,1,20.89,45.0
469399,Elkhorn Shopping Center,Sacramento,CA,15,3,Wednesday,1,142.45,180.0
461543,Garcia Bend Park,Sacramento,CA,7,1,Monday,1,23.83,90.0
461252,D & 3rd Street Curbside,West Sacramento,CA,5,5,Friday,1,57.48,90.0
469252,Lenexa Old Town Activity Center,Lenexa,KS,15,5,Friday,1,36.35,90.0
462228,IONNA Kutztown Rechargery @ Sheetz,Kutztown,PA,20,5,Friday,2,46.65,105.0
460345,Central Co-op,Tacoma,WA,18,5,Friday,1,77.05,240.0
460212,"Ikea - Emeryville, CA",Emeryville,CA,6,6,Saturday,1,45.15,90.0
460329,IONNA Seffner Rechargery,Seffner,FL,19,2,Tuesday,1,23.39,45.0
460484,L2 near Ball&Chain,Miami,Florida,17,3,Wednesday,1,68.62,90.0
461252,D & 3rd Street Curbside,West Sacramento,CA,19,4,Thursday,1,10.62,90.0
462226,IONNA Raleigh Rechargery Relay,Raleigh,NC,9,2,Tuesday,1,48.64,180.0
461632,"Ionna - Willows, CA",Williows,CA,7,2,Tuesday,1,54.2,120.0
460708,Chargepoint,Scottsville,Kentucky,12,4,Thursday,2,109.1,90.0
469455,Polaris Bergland Township,Bergland,MI,15,3,Wednesday,1,4.21,30.0
461155,Key Chrysler Dodge Jeep Ram,Rochester,New Hampshire,10,2,Tuesday,1,61.18,120.0
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,Houston,TX,16,0,Sunday,1,28.27,90.0
461170,Hamilton Market St,Hamilton,OH,17,2,Tuesday,1,41.86,60.0
461756,"Laguna Blvd, Elk Grove, CA",Elk Grove,CA,5,5,Friday,1,95.69,120.0
460954,"Flying J Travel Center #671 Matthews, MO",Matthews,MO,17,3,Wednesday,1,32.3,60.0
461167,Pats Food Freeland,Freeland,MI,17,6,Saturday,1,16.52,90.0
461135,Marathon,Grand Rapids,MI,7,2,Tuesday,1,42.1,120.0
461275,Goodwill,St. Louis Park,MN,4,5,Friday,1,28.92,120.0
461135,Marathon,Grand Rapids,MI,3,6,Saturday,1,23.92,60.0
460953,"Flying J Travel Center #690 Lordsburg, NM",Lordsburg,NM,17,5,Friday,1,31.28,60.0
461553,Ventura County Credit Union,Ventura,CA,17,3,Wednesday,1,27.4,90.0
469253,Lenexa Justice Center,Lenexa,KS,11,2,Tuesday,1,36.73,60.0
460632,Parsons Chevy - Eagle River,Eagle River,WI,9,2,Tuesday,1,32.8,180.0
460953,"Flying J Travel Center #690 Lordsburg, NM",Lordsburg,NM,13,5,Friday,1,25.22,60.0
461049,Mitra EV DCFC - Aztec Solar,Rancho Cordova,CA,9,3,Wednesday,1,14.4,30.0
461554,The Bite Tumalo,Tumalo,OR,23,2,Tuesday,1,30.25,90.0
469747,"Flying J Travel Center #692 Wells, NV",Wells,NV,18,5,Friday,2,164.4,150.0
469252,Lenexa Old Town Activity Center,Lenexa,KS,4,1,Monday,1,39.4,60.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,18,3,Wednesday,2,64.25,45.0
461165,Heilmann Community Center,Detroit,MI,9,6,Saturday,1,35.61,60.0
460209,"Flying J Travel Center #626 St. Augustine, FL",St. Augustine,FL,19,3,Wednesday,1,29.47,60.0
470276,"New Albany Light, Gas, and Water",New Albany,MS,17,6,Saturday,1,28.46,120.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,8,2,Tuesday,1,48.48,60.0
460384,Mendocino Marketplace,Santa Rosa,CA,19,6,Saturday,1,16.43,45.0
461156,Key GMC of Rochester,Rochester,New Hampshire,20,0,Sunday,1,50.42,120.0
460949,"Flying J Travel Center #737 San Antonio, TX",San Antonio,TX,18,6,Saturday,1,18.03,60.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,12,2,Tuesday,1,31.46,90.0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,19,3,Wednesday,3,40.2,65.0
460213,"IKEA - Norfolk, VA",Norfolk,VA,2,0,Sunday,2,70.03,90.0
460430,Revel - South San Francisco,South San Francisco,CA,21,5,Friday,1,61.49,120.0
460430,Revel - South San Francisco,South San Francisco,CA,14,0,Sunday,1,24.81,180.0
460263,Rivian Adventure Network,St. Regis,Montana,18,3,Wednesday,1,18.72,90.0
460570,Eastern Market Public Lot,Detroit,MI,13,6,Saturday,1,34.02,90.0
461252,D & 3rd Street Curbside,West Sacramento,CA,8,1,Monday,2,46.98,75.0
460505,Mass General Brigham Healthcare Center,Dover,NH,10,3,Wednesday,1,47.11,120.0
460957,"Flying J Travel Center #489 Grand Forks, ND",Grand Forks,ND,12,0,Sunday,1,9.59,30.0
462228,IONNA Kutztown Rechargery @ Sheetz,Kutztown,PA,17,2,Tuesday,1,124.55,180.0
461553,Ventura County Credit Union,Ventura,CA,19,6,Saturday,1,44.94,90.0
470652,"Starbucks - Phoenix, OR",Phoenix,OR,10,5,Friday,1,90.21,120.0
460953,"Flying J Travel Center #690 Lordsburg, NM",Lordsburg,NM,18,1,Monday,1,41.32,90.0
461050,Mitra EV DCFC - Sierra Pacific,Rancho Cordova,CA,9,2,Tuesday,1,16.73,120.0
469748,Ionna Largo Rechargery @ Wawa,Largo,FL,12,6,Saturday,1,45.19,60.0
460209,"Flying J Travel Center #626 St. Augustine, FL",St. Augustine,FL,18,3,Wednesday,1,57.23,90.0
469612,"Dennys - Auburn, WA",Auburn,WA,0,1,Monday,2,124.97,150.0
470357,FastTrack Market Marathon,Taylor,MI,12,2,Tuesday,1,39.45,60.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,15,5,Friday,1,57.45,120.0
461167,Pats Food Freeland,Freeland,MI,22,5,Friday,1,11.49,30.0
460504,Marketplace Foods,Minot,ND,13,6,Saturday,1,13.99,60.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,14,0,Sunday,1,39.15,90.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,2,0,Sunday,1,25.31,120.0
461171,Hamilton CNG Filling Station,Hamilton,OH,10,3,Wednesday,1,48.54,90.0
461627,"T/A Travel Center #0057 - Redding, CA",Redding,CA,18,0,Sunday,1,5.42,45.0
460957,"Flying J Travel Center #489 Grand Forks, ND",Grand Forks,ND,18,4,Thursday,1,12.14,90.0
470498,US Highway 57,Eagle Pass,Texas,20,4,Thursday,1,23.92,60.0
460322,Ionna Daytona Beach Rechargery Relay @Wawa,Daytona Beach,FL,7,3,Wednesday,2,89.99,90.0
461157,University Place Library,University Place,Washington,17,1,Monday,1,45.22,90.0
460505,Mass General Brigham Healthcare Center,Dover,NH,16,5,Friday,1,35.76,120.0
461758,Bradville Square Shopping Center,Sacramento,CA,7,2,Tuesday,1,12.71,30.0
462127,Kimco-charlotte,Charlotte,NC,6,1,Monday,2,90.35,90.0
469403,1122 Frankford grand,fishtown,PA,18,6,Saturday,1,56.89,120.0
460384,Mendocino Marketplace,Santa Rosa,CA,18,6,Saturday,1,28.9,120.0
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,19,0,Sunday,1,29.2,60.0
460345,Central Co-op,Tacoma,WA,4,6,Saturday,1,60.74,120.0
460211,"Flying J Travel Center #716 Sioux Falls, SD",Sioux Falls,SD,9,0,Sunday,1,51.8,120.0
462225,IONNA Beaver Rechargery Relay,Beaver,UT,19,3,Wednesday,1,45.74,90.0
461167,Pats Food Freeland,Freeland,MI,18,3,Wednesday,1,78.26,120.0
461156,Key GMC of Rochester,Rochester,New Hampshire,19,5,Friday,1,12.87,45.0
460632,Parsons Chevy - Eagle River,Eagle River,WI,15,2,Tuesday,1,67.53,90.0
460632,Parsons Chevy - Eagle River,Eagle River,WI,16,1,Monday,1,7.22,45.0
470498,US Highway 57,Eagle Pass,Texas,18,1,Monday,2,62.48,90.0
469611,Dennys,Seatac,WA,8,6,Saturday,1,47.37,60.0
461744,Sunset Pointe,Rocklin,CA,14,0,Sunday,2,53.31,90.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,19,6,Saturday,1,64.39,90.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,19,6,Saturday,1,95.41,120.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,12,3,Wednesday,1,51.33,90.0
460210,"Pilot Travel Center #222 Sturbridge, MA",Sturbridge,FL,16,6,Saturday,2,112.29,120.0
461750,Speedy Q,New Baltimore,MI,13,5,Friday,1,29.41,60.0
461813,Culver's,Rhinelander,WI,8,4,Thursday,1,60.29,90.0
461251,Sunshine Gardens,South San Francisco,CA,2,1,Monday,1,47.55,90.0
460211,"Flying J Travel Center #716 Sioux Falls, SD",Sioux Falls,SD,18,1,Monday,1,10.19,60.0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,7,1,Monday,1,13.48,60.0
460430,Revel - South San Francisco,South San Francisco,CA,17,5,Friday,1,55.55,90.0
461554,The Bite Tumalo,Tumalo,OR,12,3,Wednesday,1,11.68,60.0
460484,L2 near Ball&Chain,Miami,Florida,12,5,Friday,1,23.1,60.0
460708,Chargepoint,Scottsville,Kentucky,17,5,Friday,1,16.48,120.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,17,1,Monday,1,49.06,60.0
460210,"Pilot Travel Center #222 Sturbridge, MA",Sturbridge,FL,11,2,Tuesday,1,58.82,90.0
